sample,outcome,specification,n,people,term,status,coefficient,cluster_se,ci_low,ci_high,p_value
R,candidate_presidential_overperformance,party_prior_service_only,131,107,absolute_conservatism_z,estimated,-6.8965108437624565,11.243328357164922,-28.933434423805704,15.14041273628079,0.5409345002139062
R,winsorized_outcome,party_winsorized:candidate_presidential_overperformance,190,149,absolute_conservatism_z,estimated,-11.117503572886411,8.623634618223086,-28.019827424603662,5.784820278830837,0.19934329518476757
R:omit_1998,candidate_presidential_overperformance,party_leave_cycle_out,158,118,absolute_conservatism_z,estimated,-18.27247706933011,9.471262255673812,-36.836151090450784,0.2911969517905604,0.05612096878133128
R:omit_2002,candidate_presidential_overperformance,party_leave_cycle_out,168,127,absolute_conservatism_z,estimated,-6.407953816041093,9.299028623363084,-24.634049917832737,11.81814228575055,0.49202780609280106
R:omit_2006,candidate_presidential_overperformance,party_leave_cycle_out,170,140,absolute_conservatism_z,estimated,-12.456045867402263,9.140655476902621,-30.3717306021314,5.459638867326873,0.17517819589735034
R:omit_2010,candidate_presidential_overperformance,party_leave_cycle_out,148,127,absolute_conservatism_z,estimated,-16.48214175089977,9.816589838222159,-35.722657833815205,2.7583743320156593,0.09562856444582515
R:omit_2014,candidate_presidential_overperformance,party_leave_cycle_out,151,132,absolute_conservatism_z,estimated,-6.100615832439828,9.57391074395299,-24.865480890587687,12.66424922570803,0.5250984835870787
R:omit_2018,candidate_presidential_overperformance,party_leave_cycle_out,155,131,absolute_conservatism_z,estimated,-13.497945226096373,9.918000020847357,-32.93722526695719,5.941334814764446,0.1758827209217684
R:2008_2014,candidate_presidential_overperformance,party_era_context,81,66,absolute_conservatism_z,estimated,-5.523785572880702,13.34649591292667,-31.682917562216975,20.635346416455572,0.6803278793613448
R:post_2016,candidate_presidential_overperformance,party_era_context,35,35,absolute_conservatism_z,estimated,-2.475505514175016,14.762935472420889,-31.410859040119956,26.459848011769925,0.8678254583447279
R:pre_2008,candidate_presidential_overperformance,party_era_context,74,73,absolute_conservatism_z,estimated,-0.26302781817125026,15.449925157598576,-30.544881127064457,30.01882549072196,0.9864641299705987
