cycle,chamber,district,federal_office,contest,D,R,two_party_votes,dem_margin
1998,senate,27.0,us_senate,us_senate,12532.558981193708,26243.445357806315,38776.00433900002,-35.35920374039806
1998,senate,28.0,us_house,us_house_2,7629.022385513902,8632.509057061312,16261.531442575215,-6.170923538727269
1998,senate,28.0,us_house,us_house_3,12382.418075008434,4502.372794728778,16884.79086973721,46.6694870020756
1998,senate,28.0,us_senate,us_senate,19618.916170668315,13518.560171090443,33137.47634175876,18.409235322155187
1998,senate,29.0,us_house,us_house_2,9138.611935659324,24746.44535723286,33885.05729289218,-46.061109729472044
1998,senate,29.0,us_senate,us_senate,8788.61849089045,24883.009559544666,33671.628050435116,-47.79807808683084
1998,senate,30.0,us_house,us_house_2,11944.47811961855,27326.667830205286,39271.14594982384,-39.169189842945585
1998,senate,30.0,us_house,us_house_3,782.1682224291907,1691.9782263432671,2474.146448772458,-36.77268192291029
1998,senate,30.0,us_senate,us_senate,12677.554174770468,29766.06254743258,42443.61672220305,-40.261668755770266
1998,senate,31.0,us_house,us_house_2,10399.353050869287,28052.640048241654,38451.99309911094,-45.90994009561634
1998,senate,31.0,us_senate,us_senate,10540.110725205248,27843.88451543636,38383.995240641605,-45.08070012448728
1998,senate,32.0,us_senate,us_senate,9687.071520575542,34316.23892085867,44003.31044143421,-55.971169335232375
1998,senate,33.0,us_senate,us_senate,16989.22251082251,7962.802308802309,24952.02481962482,36.175101088072424
1998,senate,34.0,us_senate,us_senate,6955.195093795094,28629.73112073112,35584.92621452622,-60.90931844643873
1998,senate,35.0,us_senate,us_senate,10082.716305916307,17884.256373256372,27966.97267917268,-27.895547211479062
1998,senate,90.0,us_house,us_house_2,677.9075631968785,1254.762108438151,1932.6696716350295,-29.847549930933425
1998,senate,90.0,us_senate,us_senate,672.0273492026806,1280.8785571592714,1952.905906361952,-31.17667912074747
2002,house,1.0,us_house,us_house_5,10105.656392102952,3903.2206297989187,14008.87702190187,44.27503898140423
2002,house,1.0,us_senate,us_senate,6374.130092032226,7759.578151339994,14133.70824337222,-9.802438506946347
2002,house,2.0,us_house,us_house_5,8650.109580769784,2970.8474740606207,11620.957054830404,48.870863904866624
2002,house,2.0,us_senate,us_senate,5297.536485230083,6425.6201032217705,11723.156588451853,-9.622695128912044
2002,house,3.0,us_house,us_house_5,10086.451848387147,3232.2549589084424,13318.70680729559,51.46293096356907
2002,house,3.0,us_senate,us_senate,6762.17255334081,6653.882666898563,13416.055220239374,0.807166373904614
2002,house,4.0,us_house,us_house_5,5337.773185495196,1638.299793805105,6976.072979300301,53.030887186348615
2002,house,4.0,us_senate,us_senate,5936.402284636839,9098.973035731093,15035.375320367932,-21.034198905630397
2002,house,5.0,us_house,us_house_5,9732.701808737376,3604.957217868577,13337.659026605954,45.94317922391911
2002,house,5.0,us_senate,us_senate,5511.184728835266,7932.565774860248,13443.750503695514,-18.01120189904875
2002,house,6.0,us_house,us_house_5,8778.943153761678,2977.656401618351,11756.59955538003,49.3449379203237
2002,house,6.0,us_senate,us_senate,4692.117159149218,7126.025783546585,11818.142942695804,-20.594679182668397
2002,house,7.0,us_house,us_house_5,8644.08341662408,1641.0244653388863,10285.107881962966,68.08930962762662
2002,house,7.0,us_senate,us_senate,6444.58384726366,6201.416511849143,12646.000359112802,1.9228793967199966
2002,house,8.0,us_house,us_house_5,8359.69847586926,2595.8863188488504,10955.58479471811,52.61072106163835
2002,house,8.0,us_senate,us_senate,5243.778473770045,6056.174686192265,11299.95315996231,-7.18937681353123
2002,house,9.0,us_house,us_house_5,4133.6381193347015,1309.611990624281,5443.250109958983,51.88124873306071
2002,house,9.0,us_senate,us_senate,5862.937154711799,8333.207293247919,14196.144447959718,-17.40099325976603
2002,house,10.0,us_house,us_house_5,8900.873790977472,4324.763366407891,13225.637157385363,34.60030220180524
2002,house,10.0,us_senate,us_senate,3950.05661394222,9396.592930991266,13346.649544933487,-40.80826651447218
2002,house,11.0,us_house,us_house_5,4.50261780104712,1.6884816753926701,6.19109947643979,45.454545454545446
2002,house,11.0,us_senate,us_senate,4602.418049293936,8881.389420250332,13483.807469544268,-31.734147647993815
2002,house,12.0,us_house,us_house_5,0.0,0.0,0.0,
2002,house,12.0,us_senate,us_senate,5027.892662400884,9406.323622499023,14434.216284899907,-30.333693729382144
2002,house,13.0,us_senate,us_senate,5038.3778672032195,6888.485311871227,11926.863179074448,-15.51210420451541
2002,house,14.0,us_senate,us_senate,5326.156037220251,6504.099270313272,11830.255307533524,-9.957039831109185
2002,house,15.0,us_senate,us_senate,3431.0561185416113,11477.08353569694,14908.139654238552,-53.9707005955485
2002,house,16.0,us_senate,us_senate,6253.809077923163,8611.19721087114,14865.006288794302,-15.858642015678445
2002,house,17.0,us_house,us_house_5,0.0,0.0,0.0,
2002,house,17.0,us_senate,us_senate,5393.757009345794,8563.177659344632,13956.934668690426,-22.70857265749617
2002,house,18.0,us_house,us_house_5,2523.6318394423724,864.6281532516617,3388.2599926940343,48.96329354205262
2002,house,18.0,us_senate,us_senate,5633.056824589428,6142.822653508789,11775.879478098217,-4.3288981503883965
2002,house,19.0,us_house,us_house_5,10031.364817465215,1191.2411775529513,11222.605995018166,78.77068520303118
2002,house,19.0,us_senate,us_senate,7929.3895743035,3306.4585442036614,11235.848118507161,41.14447775851619
2002,house,20.0,us_house,us_house_5,13945.958642996076,5517.201496020642,19463.16013901672,43.30621074261611
2002,house,20.0,us_senate,us_senate,5216.908252974143,14351.682930779394,19568.59118375354,-46.68079879653896
2002,house,21.0,us_house,us_house_5,8482.137303032094,2472.2823675635746,10954.419670595667,54.862376248012794
2002,house,21.0,us_senate,us_senate,4442.832626318138,6520.013715275531,10962.846341593668,-18.947461491605956
2002,house,22.0,us_house,us_house_5,9180.91655494802,2764.705472994597,11945.622027942618,53.7118206732553
2002,house,22.0,us_senate,us_senate,4463.914850144814,7450.834847314212,11914.749697459027,-25.069095642071247
2002,house,23.0,us_house,us_house_5,7287.587221455747,2401.8056774948786,9689.392898950626,50.42402134905691
2002,house,23.0,us_senate,us_senate,4634.5556043312845,5043.835381913959,9678.390986245244,-4.228799788770012
2002,house,24.0,us_senate,us_senate,4133.137702417319,8114.288945035839,12247.426647453158,-32.50602234426444
2002,house,25.0,us_house,us_house_5,8842.919569611631,4813.905405404067,13656.824975015697,29.50183641936096
2002,house,25.0,us_senate,us_senate,3731.5079630287228,10081.793404743046,13813.301367771768,-45.972250026560395
2002,house,26.0,us_senate,us_senate,708.222040581892,1012.608776899554,1720.830817481446,-17.688359205651192
2002,house,27.0,us_house,us_house_5,0.05166118815205664,0.0191507623116392,0.07081195046369584,45.91093117408906
2002,house,27.0,us_senate,us_senate,0.022992382296309337,0.04839294428450145,0.07138532658081079,-35.58232931726908
2002,house,28.0,us_senate,us_senate,5540.874538745387,6599.059040590406,12139.933579335793,-8.71655923757463
2002,house,29.0,us_senate,us_senate,5289.331827380619,6200.698310258135,11490.030137638754,-7.931802370927511
2002,house,30.0,us_senate,us_senate,4403.1445200802045,9113.678287393146,13516.82280747335,-34.84941568301482
2002,house,31.0,us_house,us_house_2,2375.4994539920767,9169.648380621304,11545.14783461338,-58.84852254779937
2002,house,31.0,us_house,us_house_3,1786.1795292829775,1280.1104269293924,3066.28995621237,16.504280729494553
2002,house,31.0,us_senate,us_senate,4641.260918739721,10335.126887323122,14976.387806062843,-38.018953851331034
2002,house,32.0,us_house,us_house_3,8584.30742933406,6460.613031992689,15044.920461326748,14.115690427213407
2002,house,32.0,us_senate,us_senate,8601.479699320811,6356.60496425697,14958.084663577782,15.00776861177958
2002,house,33.0,us_house,us_house_3,5037.114533020703,5824.659090337033,10861.773623357736,-7.250607355899527
2002,house,33.0,us_senate,us_senate,4835.926704391352,6991.426067499698,11827.35277189105,-18.22469833005334
2002,house,34.0,us_senate,us_senate,3279.7780297050476,10219.733727318515,13499.511757023563,-51.40893850477761
2002,house,35.0,us_house,us_house_3,7183.556243970074,11982.891417462348,19166.447661432423,-25.04029572026385
2002,house,35.0,us_senate,us_senate,6991.509463953323,12088.787654226557,19080.29711817988,-26.714878488011077
2002,house,36.0,us_house,us_house_3,6117.40838427674,11445.173316496895,17562.581700773637,-30.335886961228862
2002,house,36.0,us_senate,us_senate,7754.1127702098875,14303.050187698633,22057.16295790852,-29.69075138985926
2002,house,37.0,us_house,us_house_3,7273.557885554431,9124.191754438458,16397.74963999289,-11.285901477422662
2002,house,37.0,us_senate,us_senate,6597.721800845107,9681.716207910846,16279.438008755953,-18.94410854605055
2002,house,38.0,us_house,us_house_3,9103.811573070534,9347.411897354435,18451.22347042497,-1.3202394121688608
2002,house,38.0,us_senate,us_senate,7859.75358128868,10496.964659938258,18356.71824122694,-14.366462697709903
2002,house,39.0,us_house,us_house_3,4475.0,6163.0,10638.0,-15.867644294040232
2002,house,39.0,us_senate,us_senate,4777.540901944893,6799.647510241896,11577.18841218679,-17.46630128407016
2002,house,40.0,us_house,us_house_3,9201.433880115446,15305.552716781644,24506.98659689709,-24.907667911480637
2002,house,40.0,us_senate,us_senate,9147.884233105618,15219.973251170477,24367.857484276094,-24.91843618989897
2002,house,41.0,us_senate,us_senate,3208.17719126533,11557.093184188907,14765.270375454236,-56.544281145049695
2002,house,42.0,us_house,us_house_2,0.0,0.0,0.0,
2002,house,42.0,us_senate,us_senate,4612.806122791768,9876.246744534412,14489.05286732618,-36.32701647194668
2002,house,43.0,us_senate,us_senate,2914.04753616929,14471.05171540266,17385.09925157195,-66.47649238003856
2002,house,44.0,us_senate,us_senate,3105.2982758620687,11035.943103448275,14141.241379310344,-56.081673559361704
2002,house,45.0,us_senate,us_senate,4780.742255557731,9136.55992452021,13917.302180077942,-31.29785940264814
2002,house,46.0,us_senate,us_senate,3741.9524572756595,13832.133131649069,17574.08558892473,-57.41511058038939
2002,house,47.0,us_senate,us_senate,3341.168187646505,12205.887439144111,15547.055626790616,-57.01863725387309
2002,house,48.0,us_senate,us_senate,3376.159535224067,14722.342354574044,18098.50188979811,-62.69128178916109
2002,house,49.0,us_senate,us_senate,3849.662417261919,9781.749593742721,13631.41201100464,-43.51777476678004
2002,house,50.0,us_senate,us_senate,3221.1068123750833,9172.859530293494,12393.966342668577,-48.02137228199802
2002,house,51.0,us_senate,us_senate,2962.0202702702704,11643.56081081081,14605.58108108108,-59.43988460538502
2002,house,52.0,us_senate,us_senate,8796.668004470635,3707.0143517577726,12503.682356228408,40.70523792679022
2002,house,53.0,us_senate,us_senate,8602.455357142857,2127.691964285714,10730.14732142857,60.341794002462194
2002,house,54.0,us_senate,us_senate,7442.932941666285,2893.440250951552,10336.373192617837,44.014400466538376
2002,house,55.0,us_senate,us_senate,8102.735286720322,3172.5625628772636,11275.297849597586,43.7254322644702
2002,house,56.0,us_senate,us_senate,8910.72159090909,3863.2698863636365,12773.991477272726,39.513504557489306
2002,house,57.0,us_senate,us_senate,9943.503128192033,3771.5503383554646,13715.053466547497,45.00130316582893
2002,house,58.0,us_senate,us_senate,7861.752808988764,3811.7977528089887,11673.550561797752,34.693429687394726
2002,house,59.0,us_senate,us_senate,7914.123595505618,2740.1011235955057,10654.224719101123,48.56310626369663
2002,house,60.0,us_senate,us_senate,9824.898876404495,3504.2808988764045,13329.1797752809,47.41940677587484
2002,house,61.0,us_senate,us_senate,5324.944704559676,7000.808834847011,12325.753539406687,-13.596443616444438
2002,house,62.0,us_senate,us_senate,4395.212885996298,7834.083274754846,12229.296160751142,-28.119937104764066
2002,house,63.0,us_senate,us_senate,5032.966051795776,8606.738811134725,13639.7048629305,-26.20124698630114
2002,house,64.0,us_house,us_house_1,5329.225897267206,10356.266757799947,15685.492655067153,-32.048982911026194
2002,house,64.0,us_house,us_house_2,411.2193092369478,484.3545060240964,895.5738152610443,-8.166294675088388
2002,house,64.0,us_senate,us_senate,5137.914484056648,11448.153753376178,16586.068237432824,-38.04541967986153
2002,house,65.0,us_house,us_house_1,7752.390247236931,7708.888965592569,15461.2792128295,0.28135629041784377
2002,house,65.0,us_senate,us_senate,7968.810411855051,12035.935097549947,20004.745509405,-20.330799428479533
2002,house,66.0,us_house,us_house_1,3294.287297326347,5709.7028845625755,9003.990181888923,-26.826057541629893
2002,house,66.0,us_senate,us_senate,2990.34840450303,6025.369427611725,9015.717832114755,-33.66366472004804
2002,house,67.0,us_senate,us_senate,8186.670611115464,5911.417934317338,14098.088545432802,16.13873164057559
2002,house,68.0,us_house,us_house_1,3719.8813301722753,3375.7480718078546,7095.62940198013,4.849932808897626
2002,house,68.0,us_house,us_house_2,1079.2509430925088,684.4736861815759,1763.7246292740847,22.383157232057005
2002,house,68.0,us_senate,us_senate,7910.506672293613,6652.86819351777,14563.374865811384,8.635625261066673
2002,house,69.0,us_house,us_house_2,4163.568493150685,3113.513698630137,7277.082191780822,14.429612952654892
2002,house,69.0,us_senate,us_senate,8378.771169706453,5323.582065682661,13702.353235389113,22.296820491630193
2002,house,70.0,us_senate,us_senate,6247.971530332334,2220.042944785276,8468.01447511761,47.56638757978876
2002,house,71.0,us_senate,us_senate,9361.59420677086,4710.090713668217,14071.684920439078,33.05576780180992
2002,house,72.0,us_senate,us_senate,9573.74457330579,5498.222787124649,15071.967360430439,27.040410111827292
2002,house,73.0,us_house,us_house_2,2986.2766730090107,8609.963919963942,11596.240592972954,-48.495779316296286
2002,house,73.0,us_house,us_house_3,862.4678473412962,1917.8406958284997,2780.308543169796,-37.958839175596886
2002,house,73.0,us_senate,us_senate,4616.651051784282,10125.36987740561,14742.020929189892,-37.367460350797685
2002,house,74.0,us_house,us_house_2,2294.049711800991,10604.845078369906,12898.894790170898,-64.4302903602395
2002,house,74.0,us_house,us_house_3,142.75787036100718,214.79208413388614,357.5499544948933,-20.14661528195154
2002,house,74.0,us_senate,us_senate,3315.849016078471,10392.707600364041,13708.556616442513,-51.62365945804494
2002,house,75.0,us_house,us_house_2,1509.2661427241183,5760.368899221583,7269.635041945701,-58.477526477858326
2002,house,75.0,us_house,us_house_3,2116.458148611095,5231.550953336908,7348.009101948002,-42.39369823181061
2002,house,75.0,us_senate,us_senate,3705.1768718113112,11127.955047012083,14833.131918823394,-50.04188067512022
2002,house,76.0,us_house,us_house_2,2581.632116493073,1601.425078369906,4183.0571948629795,23.43279071887696
2002,house,76.0,us_house,us_house_3,5039.81366018593,1944.0822035542383,6983.895863740168,44.32671272640938
2002,house,76.0,us_senate,us_senate,7520.184244662928,3840.8567261569465,11361.040970819875,32.38547883029473
2002,house,77.0,us_house,us_house_2,3721.5026633288066,2430.305321544638,6151.807984873445,20.98890838204098
2002,house,77.0,us_house,us_house_3,2569.3523751924636,572.3516243198583,3141.703999512322,63.56425529529817
2002,house,77.0,us_senate,us_senate,6609.749970473102,3005.407400365629,9615.157370838731,37.48604865312844
2002,house,78.0,us_house,us_house_2,3261.9014056021842,1090.8081504702195,4352.709556072404,49.87912074452804
2002,house,78.0,us_house,us_house_3,3911.1500983082087,993.3824388266096,4904.532537134818,59.491248908833455
2002,house,78.0,us_senate,us_senate,7152.168540090082,2255.6494113537233,9407.817951443805,52.047341413370965
2002,house,79.0,us_house,us_house_3,5812.941545276248,8062.622582356447,13875.564127632695,-16.213258188184504
2002,house,79.0,us_senate,us_senate,4110.072672232003,9671.47103325419,13781.543705486194,-40.353958017114515
2002,house,80.0,us_house,us_house_3,3555.1826041192608,4548.590761397499,8103.773365516759,-12.258587604453453
2002,house,80.0,us_senate,us_senate,3460.970209212715,4581.900971580921,8042.871180793636,-13.936947853211757
2002,house,81.0,us_house,us_house_2,0.0,0.0,0.0,
2002,house,81.0,us_house,us_house_3,6212.810261422368,8453.435607113086,14666.245868535454,-15.277429314734805
2002,house,81.0,us_senate,us_senate,5447.313906640734,9277.97200774079,14725.285914381522,-26.01415091953376
2002,house,82.0,us_house,us_house_2,573.1290322580645,575.1612903225806,1148.2903225806451,-0.17698120628142566
2002,house,82.0,us_house,us_house_3,7901.103015699967,2335.5604621156294,10236.663477815597,54.36871658080499
2002,house,82.0,us_senate,us_senate,7944.159302346814,3469.4561224822137,11413.615424829028,39.204958405470634
2002,house,83.0,us_house,us_house_3,5994.774100182822,2814.693424059435,8809.467524242256,36.09844371833268
2002,house,83.0,us_senate,us_senate,5707.4437692624215,3067.353693257693,8774.797462520115,30.0871910409485
2002,house,84.0,us_house,us_house_2,5157.870967741936,4766.8387096774195,9924.709677419356,3.9399868688772877
2002,house,84.0,us_house,us_house_3,492.81901467436967,376.49351116500816,869.3125258393778,13.381321452493932
2002,house,84.0,us_senate,us_senate,6008.564758171525,5033.16530383509,11041.730062006614,8.833755660199284
2002,house,85.0,us_house,us_house_2,3940.8405993478514,7547.637424827924,11488.478024175776,-31.394905555723838
2002,house,85.0,us_senate,us_senate,4345.2273657589185,7178.723834587229,11523.951200346148,-24.587890208552775
2002,house,86.0,us_house,us_house_2,2033.191299267785,9226.31661226461,11259.507911532395,-63.88489949573521
2002,house,86.0,us_senate,us_senate,2461.652597030862,8803.639653913284,11265.292250944145,-56.296693557603
2002,house,87.0,us_house,us_house_2,2050.3601324591527,10796.522821323804,12846.882953782957,-68.08003716021412
2002,house,87.0,us_senate,us_senate,2479.3273693437654,10401.486406860357,12880.813776204122,-61.503560063510136
2002,house,88.0,us_house,us_house_2,2933.3033398990547,11425.121472808363,14358.424812707417,-59.14171118125663
2002,house,88.0,us_senate,us_senate,3561.0953285814267,11074.770919750645,14635.866248332071,-51.3374163420323
2002,house,89.0,us_house,us_house_2,3272.2852412245684,7124.251492211037,10396.536733435605,-37.050475074054404
2002,house,89.0,us_senate,us_senate,3642.302809184854,6868.990491563521,10511.293300748375,-30.697342278032856
2002,house,90.0,us_house,us_house_1,0.0,0.0,0.0,
2002,house,90.0,us_house,us_house_2,4685.529747670544,8102.171807794328,12787.701555464871,-26.718187356066892
2002,house,90.0,us_senate,us_senate,5280.740342107053,7739.878666258586,13020.61900836564,-18.886493204136894
2002,house,91.0,us_house,us_house_2,2934.0,9713.0,12647.0,-53.60164465881237
2002,house,91.0,us_senate,us_senate,3664.0,9018.0,12682.0,-42.2173158807759
2002,house,92.0,us_house,us_house_1,367.72754491017963,416.95508982035926,784.6826347305389,-6.273561148334121
2002,house,92.0,us_house,us_house_2,2599.0,8473.0,11072.0,-53.05274566473989
2002,house,92.0,us_senate,us_senate,3502.319610778443,8444.238023952095,11946.557634730538,-41.36688211177011
2002,house,93.0,us_house,us_house_2,2653.322727700642,9096.271649372624,11749.594377073267,-54.83550082583251
2002,house,93.0,us_senate,us_senate,3051.4898586816,8758.15961307561,11809.64947175721,-48.32209260775705
2002,house,94.0,us_house,us_house_1,3647.0284116366106,10721.633064270045,14368.661475906656,-49.23635137828334
2002,house,94.0,us_senate,us_senate,3106.9782952600053,11298.020150379689,14404.998445639694,-56.862497320151135
2002,house,95.0,us_house,us_house_1,3390.7452097695477,11119.692417200094,14510.437626969642,-53.264742291888126
2002,house,95.0,us_senate,us_senate,3018.9533676564497,11538.016871680917,14556.970239337366,-58.522229309800764
2002,house,96.0,us_house,us_house_1,6666.5290605969085,14090.159259217296,20756.688319814206,-35.765002991993846
2002,house,96.0,us_senate,us_senate,5685.387283054131,15086.071278238805,20771.458561292937,-45.2576980448672
2002,house,97.0,us_house,us_house_1,10105.749059938023,8608.99689503287,18714.745954970895,7.9977156436237715
2002,house,97.0,us_senate,us_senate,9590.952245887644,9199.88186395519,18790.834109842835,2.081176278000383
2002,house,98.0,us_house,us_house_1,10981.143468190829,8763.616652719931,19744.76012091076,11.230963566492852
2002,house,98.0,us_senate,us_senate,10273.72025339224,9480.354158110276,19754.074411502515,4.0162149780097876
2002,house,99.0,us_house,us_house_1,11885.81458096132,9852.016079606981,21737.830660568303,9.356032499800364
2002,house,99.0,us_senate,us_senate,11144.891795675592,10611.653129774004,21756.544925449598,2.450934501451264
2002,house,100.0,us_house,us_house_1,8666.233019932384,16746.477772091876,25412.71079202426,-31.796075665786365
2002,house,100.0,us_senate,us_senate,7595.185585757617,17850.31136157163,25445.496947329244,-40.30232067010343
2002,house,101.0,us_house,us_house_1,7769.43072157648,15412.48561528856,23181.91633686504,-32.96990111882042
2002,house,101.0,us_senate,us_senate,6986.729405188483,16192.900087555054,23179.629492743537,-39.71664294827747
2002,house,102.0,us_house,us_house_1,9528.591066332467,14529.944859801497,24058.53592613396,-20.788271608981123
2002,house,102.0,us_senate,us_senate,7992.079019406555,15952.140575115864,23944.21959452242,-33.244188745789344
2002,house,103.0,us_house,us_house_1,8712.877113264009,7696.609090710477,16409.486203974484,6.193173935618926
2002,house,103.0,us_senate,us_senate,8139.81016901196,8306.269089673508,16446.079258685466,-1.0121495709905295
2002,house,104.0,us_house,us_house_1,10721.49833410602,19159.149261512215,29880.647595618233,-28.237844914189584
2002,house,104.0,us_senate,us_senate,9473.008672169653,20441.766229910725,29914.77490208038,-36.66668926523751
2002,house,105.0,us_house,us_house_1,6448.8476367824605,11103.657262964853,17552.504899747313,-26.51934668452594
2002,house,105.0,us_senate,us_senate,5729.222319692363,11836.364581542379,17565.586901234743,-34.767652775784704
2002,senate,1.0,us_house,us_house_5,28737.02925825704,10069.861137044394,38806.89039530144,48.10271560298163
2002,senate,1.0,us_senate,us_senate,18361.142509517904,20769.225675860587,39130.368185378495,-6.154000787660594
2002,senate,2.0,us_house,us_house_5,29382.094863627368,12113.457809734431,41495.5526733618,41.615633342265596
2002,senate,2.0,us_senate,us_senate,15305.440860644367,26575.756958428796,41881.19781907316,-26.91020478084751
2002,senate,3.0,us_house,us_house_5,18869.92988740155,6742.420976132592,25612.350863534142,47.350237297176925
2002,senate,3.0,us_senate,us_senate,17050.923959514606,25459.750745318775,42510.67470483338,-19.78050652968842
2002,senate,4.0,us_house,us_house_5,8187.074918215887,1568.9286714566765,9756.003589672564,67.83665243589083
2002,senate,4.0,us_senate,us_senate,15208.287371765036,23698.860425272567,38907.1477970376,-21.822656078002215
2002,senate,5.0,us_senate,us_senate,14950.418643166671,25785.553146952872,40735.97179011954,-26.598443654692066
2002,senate,6.0,us_house,us_house_5,3085.8958235270725,973.2101914989287,4059.106015026001,52.04805255658273
2002,senate,6.0,us_senate,us_senate,16629.569527503965,21340.947949831538,37970.5174773355,-12.407991081869719
2002,senate,7.0,us_house,us_house_5,31312.468549486264,8143.176290356988,39455.644839843255,58.72237636256389
2002,senate,7.0,us_senate,us_senate,17688.604991458305,21828.50065690782,39517.10564836612,-10.476211750646481
2002,senate,8.0,us_house,us_house_5,12371.254856505733,3992.7995701911605,16364.054426696894,51.20036311200277
2002,senate,8.0,us_senate,us_senate,13180.94390090011,20149.0971435495,33330.04104444961,-20.906524637508014
2002,senate,9.0,us_house,us_house_5,11083.251842979083,4622.1453535848295,15705.397196563914,41.139402006386945
2002,senate,9.0,us_senate,us_senate,5424.142730950302,13736.890757108082,19161.033488058383,-43.38360992552143
2002,senate,10.0,us_house,us_house_3,2364.6666666666665,2477.4166666666665,4842.083333333333,-2.3285431546338526
2002,senate,10.0,us_senate,us_senate,15225.5,20713.416666666668,35938.91666666667,-15.270122685018794
2002,senate,11.0,us_house,us_house_2,923.4444444444445,3240.4444444444443,4163.888888888889,-55.645096731154105
2002,senate,11.0,us_house,us_house_3,17549.572802607454,16974.032816537947,34523.6056191454,1.6670911851406847
2002,senate,11.0,us_senate,us_senate,18295.64511785715,21529.60738624863,39825.25250410578,-8.12038107745349
2002,senate,12.0,us_house,us_house_3,20360.427197392546,35324.96718346205,55685.3943808546,-26.873366261395322
2002,senate,12.0,us_senate,us_senate,23938.985287340707,42422.54128138581,66361.52656872652,-27.852819170612104
2002,senate,13.0,us_house,us_house_3,19142.942160058607,23406.61551284983,42549.557672908435,-10.020488075498678
2002,senate,13.0,us_senate,us_senate,17279.177475352353,24921.893428992214,42201.07090434457,-18.110241730507955
2002,senate,14.0,us_house,us_house_2,0.0,0.0,0.0,
2002,senate,14.0,us_senate,us_senate,11604.565429356,32162.165402116316,43766.73083147232,-46.97083739683272
2002,senate,15.0,us_senate,us_senate,10811.260471799866,36627.82138652462,47439.08185832448,-54.420448085030834
2002,senate,16.0,us_senate,us_senate,9973.070304428662,40187.12358813337,50160.193892562034,-60.235120598656565
2002,senate,17.0,us_senate,us_senate,9842.71750440529,30955.899145589225,40798.61664999451,-51.74974882680679
2002,senate,18.0,us_senate,us_senate,25281.1186286545,8143.633414643254,33424.752043297754,51.27183947935259
2002,senate,19.0,us_senate,us_senate,27275.98516012019,9817.761801959952,37093.74696208014,47.065138434268384
2002,senate,20.0,us_senate,us_senate,24744.996137153146,10435.549196821505,35180.54533397465,40.67431816218233
2002,senate,21.0,us_senate,us_senate,13851.530945933602,19966.25990560152,33817.79085153512,-18.081396820130685
2002,senate,22.0,us_house,us_house_1,19202.999497049444,23997.72636237356,43200.72585942301,-11.098718296832233
2002,senate,22.0,us_house,us_house_2,330.62075097015327,653.253265640877,983.8740166110302,-32.792055611147916
2002,senate,22.0,us_senate,us_senate,19089.435546866654,31219.312836328438,50308.748383195096,-24.11087073180614
2002,senate,23.0,us_house,us_house_1,5991.657755665915,8130.8267185134155,14122.484474179331,-15.147256608839779
2002,senate,23.0,us_house,us_house_2,5015.424986209334,3381.51061065676,8396.935596866093,19.458460252599576
2002,senate,23.0,us_senate,us_senate,26449.369979600902,21753.94874886226,48203.318728463164,9.740867132382903
2002,senate,24.0,us_senate,us_senate,24218.516180197726,12799.555523674479,37018.07170387221,30.846989405255243
2002,senate,25.0,us_house,us_house_2,7099.811327135323,29977.064709009355,37076.87603614468,-61.70221396099275
2002,senate,25.0,us_house,us_house_3,2958.7959440584,7049.217538911915,10008.013482970315,-40.871463670725426
2002,senate,25.0,us_senate,us_senate,11989.391957073101,36196.52165250457,48185.91360957767,-50.23694246324291
2002,senate,26.0,us_house,us_house_2,10186.95730909256,5590.858322567447,15777.815631660007,29.13013495545296
2002,senate,26.0,us_house,us_house_3,11683.2040559416,3824.782461088085,15507.986517029685,50.673384234787655
2002,senate,26.0,us_senate,us_senate,22160.883495099508,9822.205545810062,31983.08904090957,38.57875620927998
2002,senate,27.0,us_house,us_house_2,0.0,0.0,0.0,
2002,senate,27.0,us_house,us_house_3,16508.28287246132,20232.926711420514,36741.209583881835,-10.137510117775692
2002,senate,27.0,us_senate,us_senate,13942.666869001321,22719.156454163207,36661.82332316453,-23.939042823373487
2002,senate,28.0,us_house,us_house_2,7473.0,8932.0,16405.0,-8.893629990856446
2002,senate,28.0,us_house,us_house_3,12806.108300813406,5109.04110906299,17915.149409876394,42.96401339252645
2002,senate,28.0,us_senate,us_senate,19982.655655646326,14574.533450177914,34557.18910582424,15.649774606687936
2002,senate,29.0,us_house,us_house_2,6059.787376690286,27175.47231100343,33235.25968769372,-63.53398508913055
2002,senate,29.0,us_senate,us_senate,7261.57033504047,26062.07289136208,33323.64322640255,-56.41790853596057
2002,senate,30.0,us_house,us_house_2,11239.741182148184,25512.868647681113,36752.60982982929,-38.835684136772564
2002,senate,30.0,us_senate,us_senate,12836.400695016155,24578.454674186523,37414.855369202676,-31.38340069285853
2002,senate,31.0,us_house,us_house_1,0.0,0.0,0.0,
2002,senate,31.0,us_house,us_house_2,8888.212623309715,25932.52768899657,34820.74031230628,-48.94874408992128
2002,senate,31.0,us_senate,us_senate,10556.429664959529,24435.92710863792,34992.35677359745,-39.66436880339193
2002,senate,32.0,us_house,us_house_1,9293.843532781417,29990.42196636921,39284.26549915063,-52.68414254565934
2002,senate,32.0,us_senate,us_senate,7946.336152416713,31405.99069758354,39352.32685000025,-59.61440256020509
2002,senate,33.0,us_house,us_house_1,31817.778498976877,27067.38884743741,58885.16734641429,8.067209223663237
2002,senate,33.0,us_senate,us_senate,29935.898629385367,29051.766083750616,58987.66471313598,1.49884310547704
